"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Eastern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.69"
"Eastern Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.944196428571429"
"Eastern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.74"
"Eastern Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.70669642857143"
"Eastern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.37"
"Eastern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.40580357142857"
"Eastern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.19"
"Eastern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.633660714285714"
"Eastern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.65"
"Eastern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.868660714285714"
"Eastern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.88"
"Eastern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.63955357142857"
"Eastern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.40"
"Eastern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.53169642857143"
"Eastern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.91"
"Eastern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.839285714285714"
"Eastern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.29"
"Eastern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.556875"
"Eastern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.01"
"Eastern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.55982142857143"
"Eastern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.43"
"Eastern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.22535714285714"
"Eastern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.08"
"Eastern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.90517857142857"
"Eastern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.11"
"Eastern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.203125"
"Eastern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","20.34"
"Eastern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.48178571428572"
"Eastern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.69"
"Eastern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.11919642857143"
"Eastern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.90"
"Eastern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.629464285714286"
"Eastern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.83"
"Eastern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.751160714285714"
"Eastern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.09"
"Eastern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.02267857142857"
"Eastern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.36"
"Eastern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.0575"
"Eastern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.22"
"Eastern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.545535714285714"
"Eastern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.91"
"Eastern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.738571428571429"
"Eastern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.66"
"Eastern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.90517857142857"
"Eastern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.64"
"Eastern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.08267857142857"
"Eastern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.85596094"
"Eastern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.687490200357143"
"Eastern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.39179358"
"Eastern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.15020543955357"
"Eastern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.63913627"
"Eastern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.32769331741071"
"Eastern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.47907716"
"Eastern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.967372544017857"
"Eastern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.70472471"
"Eastern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.18184675294643"
"Eastern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.2377503"
"Eastern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.58033041151786"
"Eastern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","24.10387447"
"Eastern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.76211003839286"
"Eastern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.79621279"
"Eastern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.08680506928571"
"Eastern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.23691004"
"Eastern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.636340780178571"
"Eastern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.12796286"
"Eastern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.828616945089286"
"Eastern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.2156071"
"Eastern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.29650588830357"
"Eastern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.10966805"
"Eastern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.954175099285714"
"Eastern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.29606386"
"Eastern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.524789419107143"
"Eastern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.84104589"
"Eastern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.714439647857143"
"Eastern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.50294035"
"Eastern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.29862546241071"
"Eastern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.3354982"
"Eastern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.976646097232143"
"North Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.9"
"North Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.13303571428571"
"North Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","5.25"
"North Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.67857142857143"
"North Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.63"
"North Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.27026785714286"
"North Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.04"
"North Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.380625"
"North Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","8.09"
"North Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.47169642857143"
"North Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","12.19"
"North Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","3.02982142857143"
"North Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","26.57"
"North Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.46080357142857"
"North Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.9"
"North Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.56821428571429"
"North Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.16"
"North Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.667232142857143"
"North Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.01"
"North Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.8225"
"North Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.53"
"North Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.7625"
"North Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.47"
"North Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.09526785714286"
"North Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.29"
"North Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.637857142857143"
"North Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.66"
"North Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.772142857142857"
"North Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.88"
"North Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.791875"
"North Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.68"
"North Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.145625"
"North Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.74"
"North Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.902232142857143"
"North Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.63"
"North Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.25892857142857"
"North Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.94"
"North Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.144375"
"North Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.15"
"North Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.11625"
"North Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","7.21"
"North Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.24508928571429"
"North Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.95"
"North Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.74026785714286"
"North Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","25.76"
"North Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.27196428571429"
"North Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.95"
"North Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.14017857142857"
"North Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.04"
"North Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.671428571428572"
"North Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.72"
"North Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.805714285714286"
"North Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.96"
"North Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.73732142857143"
"North Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.25"
"North Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.923214285714286"
"North Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.26"
"North Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.5875"
"North Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.62"
"North Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.692410714285714"
"North Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.40"
"North Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.68696428571429"
"North Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.53"
"North Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.927410714285714"
"North Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.50"
"North Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.05330357142857"
"North Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.00"
"North Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.25892857142857"
"North Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.94"
"North Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.07723214285714"
"North Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.07"
"North Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.11205357142857"
"North Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.50"
"North Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.60723214285714"
"North Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.16"
"North Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.968125"
"North Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","24.91"
"North Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","3.95303571428571"
"North Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.88"
"North Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.01848214285714"
"North Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.82"
"North Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.616875"
"North Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.5"
"North Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.742767857142857"
"North Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.87"
"North Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.77089285714286"
"North Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.10"
"North Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.14142857142857"
"North Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.25"
"North Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.591696428571429"
"North Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.63"
"North Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.717589285714286"
"North Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.37"
"North Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.733125"
"North Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.36"
"North Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.23794642857143"
"North Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.05"
"North Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.801517857142857"
"North Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.27"
"North Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.39741071428571"
"North Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.74"
"North Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.24508928571429"
"North Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.26"
"North Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.08267857142857"
"North Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.78"
"North Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.86741071428571"
"North Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.14"
"North Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.20732142857143"
"North Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","25.99"
"North Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.05375"
"North Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.80"
"North Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.11919642857143"
"North Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.95"
"North Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.574910714285714"
"North Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.73"
"North Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.696607142857143"
"North Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.76"
"North Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.78767857142857"
"North Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.23"
"North Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.960982142857143"
"North Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.38"
"North Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.545535714285714"
"North Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.92"
"North Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.725982142857143"
"North Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.34"
"North Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.81705357142857"
"North Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.54"
"North Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.977767857142857"
"North Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.75055293"
"North Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.681591012142857"
"North Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.4856148"
"North Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.08493483160714"
"North Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.49398728"
"North Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.1607940975"
"North Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.54661462"
"North Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.962798474642857"
"North Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","8.44184616"
"North Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.46027296107143"
"North Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","10.4831303"
"North Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.65206066589286"
"North Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","25.87243887"
"North Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.44625913607143"
"North Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.31720433"
"North Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.14184046625"
"North Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.40763425"
"North Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.647551589464286"
"North Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.06711742"
"North Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.758896498839286"
"North Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.41343698"
"North Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.995897535"
"North Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.08398945"
"North Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.889902397857143"
"North Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.48362412"
"North Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.578586596875"
"North Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.93152325"
"North Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.699879333214286"
"North Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.04487419"
"North Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.99204343848214"
"North Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.43454682"
"North Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.912252907946429"
"Northeast","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.75"
"Northeast","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.243392857142857"
"Northeast","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.93"
